reqId,requirementId,phase,order,pragyanIncomp,nlDescription,nlText,gold_scope,gold_condition,gold_actor,gold_modalVerb,gold_action,gold_conditionType,gold_overallIncomplete,gold_hadDisagreement,annotatorId,annotatorUsername,annotatorDisplayName,annotationStatus,rimayText,slot_scope,slot_condition,slot_actor,slot_modalVerb,slot_action,conditionType,patternNumber,nonAtomic,nSystemResponses,overallIncomplete,notes
8-Mastodon,6a3ac956be1bfa9e45d331d8,main,70,1,At the moment there seems to be no way to access local and federated timeline. Please consider adding that feature.,Request Number - 8 | Request Title - Add local and federated timeline | Request Description - At the moment there seems to be no way to access local and federated timeline. Please consider adding that feature.,implied,missing,implied,implied,present,none,false,false,6a29b95073ef37cc79137841,Arthur,Arthur,submitted,"For all users, <MISSING_CONDITION> the App must provide a way to access the ""local timeline"" and ""federated timeline"".",implied,missing,implied,implied,present,none,,false,,false,
8-Mastodon,6a3ac956be1bfa9e45d331d8,main,70,1,At the moment there seems to be no way to access local and federated timeline. Please consider adding that feature.,Request Number - 8 | Request Title - Add local and federated timeline | Request Description - At the moment there seems to be no way to access local and federated timeline. Please consider adding that feature.,implied,missing,implied,implied,present,none,false,false,6a29b95073ef37cc79137842,Mko,Mko,submitted,"<MISSING_CONDITION>
For all users, the App must let users access the local and federated timelines",implied,missing,implied,implied,present,none,,false,,false,
8-Mastodon,6a3ac956be1bfa9e45d331d8,main,70,1,At the moment there seems to be no way to access local and federated timeline. Please consider adding that feature.,Request Number - 8 | Request Title - Add local and federated timeline | Request Description - At the moment there seems to be no way to access local and federated timeline. Please consider adding that feature.,implied,missing,implied,implied,present,none,false,false,6a29b95073ef37cc79137840,Rafo,Rafo,submitted,"For all users, <MISSING_CONDITION> the App must provide an access to local and federated timelines.",implied,missing,implied,implied,present,none,,false,,false,
592-Signal,6a3ac956be1bfa9e45d331db,main,71,1,"I hate emoji, but this guy on this issue requested it and I figure I'll help him/you out by making a new issue/feature request.","Request Number - 592 | Request Title - Feature - Emoji | Request Description - I hate emoji, but this guy on this issue requested it and I figure I'll help him/you out by making a new issue/feature request.",implied,missing,implied,implied,missing,none,true,true,6a29b95073ef37cc79137841,Arthur,Arthur,submitted,"For all users, <MISSING_CONDITION> the App must <MISSING_ACTION>.",implied,missing,implied,implied,missing,none,,false,,true,
592-Signal,6a3ac956be1bfa9e45d331db,main,71,1,"I hate emoji, but this guy on this issue requested it and I figure I'll help him/you out by making a new issue/feature request.","Request Number - 592 | Request Title - Feature - Emoji | Request Description - I hate emoji, but this guy on this issue requested it and I figure I'll help him/you out by making a new issue/feature request.",implied,missing,implied,implied,missing,none,true,true,6a29b95073ef37cc79137842,Mko,Mko,submitted,<MISSING_CONDITION><MISSING_ACTION>,implied,missing,implied,implied,missing,none,,false,,true,
592-Signal,6a3ac956be1bfa9e45d331db,main,71,1,"I hate emoji, but this guy on this issue requested it and I figure I'll help him/you out by making a new issue/feature request.","Request Number - 592 | Request Title - Feature - Emoji | Request Description - I hate emoji, but this guy on this issue requested it and I figure I'll help him/you out by making a new issue/feature request.",implied,missing,implied,implied,missing,none,true,true,6a29b95073ef37cc79137840,Rafo,Rafo,submitted,"For all users, <MISSING_CONDITION> the App must provide emojis. ",implied,missing,implied,implied,present,none,,false,,false,
6031-Signal,6a3ac956be1bfa9e45d331e1,main,73,1,Please add fingerprint support for unlocking the app as an alternative to passphrase,Request Number - 6031 | Request Title - Fingerprint unlock | Request Description - Please add fingerprint support for unlocking the app as an alternative to passphrase,implied,missing,implied,implied,present,none,false,false,6a29b95073ef37cc79137840,Rafo,Rafo,submitted,"For all users, <MISSING_CONDITION> the App must support fingerprint for unlocking the app. ",implied,missing,implied,implied,present,none,,false,,false,
6031-Signal,6a3ac956be1bfa9e45d331e1,main,73,1,Please add fingerprint support for unlocking the app as an alternative to passphrase,Request Number - 6031 | Request Title - Fingerprint unlock | Request Description - Please add fingerprint support for unlocking the app as an alternative to passphrase,implied,missing,implied,implied,present,none,false,false,6a29b95073ef37cc79137841,Arthur,Arthur,submitted,"For all users, <MISSING_CONDITION> the App must provide ""fingerprint support"" to unlock the ""app"" as an alternative to ""passphrase"".",implied,missing,implied,implied,present,none,,false,,false,
6031-Signal,6a3ac956be1bfa9e45d331e1,main,73,1,Please add fingerprint support for unlocking the app as an alternative to passphrase,Request Number - 6031 | Request Title - Fingerprint unlock | Request Description - Please add fingerprint support for unlocking the app as an alternative to passphrase,implied,missing,implied,implied,present,none,false,false,6a29b95073ef37cc79137842,Mko,Mko,submitted,"<MISSING_CONDITION>
For all users, the App must let the user unlock the app with a fingerprint instead of a passphrase",implied,missing,implied,implied,present,none,,false,,false,
496-Signal,6a3ac956be1bfa9e45d331e7,main,75,1,I have seen this feature on other third party messaging apps it'd be great.  Thanks!,Request Number - 496 | Request Title - Feature Request: Ability to change maximum size of MMS | Request Description - I have seen this feature on other third party messaging apps it'd be great.  Thanks!,implied,missing,implied,implied,missing,none,true,true,6a29b95073ef37cc79137840,Rafo,Rafo,submitted,<MISSING_SCOPE><MISSING_CONDITION><MISSING_ACTOR><MISSING_MODAL_VERB><MISSING_ACTION>,missing,missing,missing,missing,missing,none,,false,,true,
496-Signal,6a3ac956be1bfa9e45d331e7,main,75,1,I have seen this feature on other third party messaging apps it'd be great.  Thanks!,Request Number - 496 | Request Title - Feature Request: Ability to change maximum size of MMS | Request Description - I have seen this feature on other third party messaging apps it'd be great.  Thanks!,implied,missing,implied,implied,missing,none,true,true,6a29b95073ef37cc79137841,Arthur,Arthur,submitted,"For all users, <MISSING_CONDITION> the App must <MISSING_ACTION>.",implied,missing,implied,implied,missing,none,,false,,true,
496-Signal,6a3ac956be1bfa9e45d331e7,main,75,1,I have seen this feature on other third party messaging apps it'd be great.  Thanks!,Request Number - 496 | Request Title - Feature Request: Ability to change maximum size of MMS | Request Description - I have seen this feature on other third party messaging apps it'd be great.  Thanks!,implied,missing,implied,implied,missing,none,true,true,6a29b95073ef37cc79137842,Mko,Mko,submitted,<MISSING_CONDITION><MISSING_ACTION>,implied,missing,implied,implied,missing,none,,false,,true,
4230-Signal,6a3ac956be1bfa9e45d331ea,main,76,1,Feature Request: Auto-split oversized texts over multiple messages. At the moment they will be truncated. (Telegram messenger auto-splits oversized texts into multiple messages.),Request Number - 4230 | Request Title - Auto-split oversized texts | Request Description - Feature Request: Auto-split oversized texts over multiple messages. At the moment they will be truncated. (Telegram messenger auto-splits oversized texts into multiple messages.),implied,present,implied,implied,present,none,false,false,6a29b95073ef37cc79137840,Rafo,Rafo,submitted,"For all users, if text is oversized, the App must split it over multiple messages.",implied,present,implied,implied,present,none,,false,,false,
4230-Signal,6a3ac956be1bfa9e45d331ea,main,76,1,Feature Request: Auto-split oversized texts over multiple messages. At the moment they will be truncated. (Telegram messenger auto-splits oversized texts into multiple messages.),Request Number - 4230 | Request Title - Auto-split oversized texts | Request Description - Feature Request: Auto-split oversized texts over multiple messages. At the moment they will be truncated. (Telegram messenger auto-splits oversized texts into multiple messages.),implied,present,implied,implied,present,none,false,false,6a29b95073ef37cc79137841,Arthur,Arthur,submitted,"For all users, if a ""text"" is ""oversized"", then the App must auto-split the ""text"" over ""multiple messages"".",implied,present,implied,implied,present,none,,false,,false,
4230-Signal,6a3ac956be1bfa9e45d331ea,main,76,1,Feature Request: Auto-split oversized texts over multiple messages. At the moment they will be truncated. (Telegram messenger auto-splits oversized texts into multiple messages.),Request Number - 4230 | Request Title - Auto-split oversized texts | Request Description - Feature Request: Auto-split oversized texts over multiple messages. At the moment they will be truncated. (Telegram messenger auto-splits oversized texts into multiple messages.),implied,present,implied,implied,present,none,false,false,6a29b95073ef37cc79137842,Mko,Mko,submitted,"For all users, if a text is too long, the App must split it across multiple messages",implied,present,implied,implied,present,none,,false,,false,
757-Signal,6a3ac956be1bfa9e45d331ed,main,77,1,"It would be very nice to be able to change the notification settings for goups independently from other (personal) chats, as group chats might have a lower priority for the user.","Request Number - 757 | Request Title - different notification settings for group chats | Request Description - It would be very nice to be able to change the notification settings for goups independently from other (personal) chats, as group chats might have a lower priority for the user.",implied,missing,implied,implied,present,none,false,false,6a29b95073ef37cc79137840,Rafo,Rafo,submitted,"For all users, <MISSING_CONDITION> the app must provide functionality to change the notification settings for groups independently from personal chats.",implied,missing,implied,implied,present,none,,false,,false,
757-Signal,6a3ac956be1bfa9e45d331ed,main,77,1,"It would be very nice to be able to change the notification settings for goups independently from other (personal) chats, as group chats might have a lower priority for the user.","Request Number - 757 | Request Title - different notification settings for group chats | Request Description - It would be very nice to be able to change the notification settings for goups independently from other (personal) chats, as group chats might have a lower priority for the user.",implied,missing,implied,implied,present,none,false,false,6a29b95073ef37cc79137841,Arthur,Arthur,submitted,"For all users, <MISSING_CONDITION> the App must allow the user to change the ""notification settings"" for ""groups"" independently from the ""personal chats"".",implied,missing,implied,implied,present,none,,false,,false,
757-Signal,6a3ac956be1bfa9e45d331ed,main,77,1,"It would be very nice to be able to change the notification settings for goups independently from other (personal) chats, as group chats might have a lower priority for the user.","Request Number - 757 | Request Title - different notification settings for group chats | Request Description - It would be very nice to be able to change the notification settings for goups independently from other (personal) chats, as group chats might have a lower priority for the user.",implied,missing,implied,implied,present,none,false,false,6a29b95073ef37cc79137842,Mko,Mko,submitted,"<MISSING_CONDITION>
For all users, the App must let the user set notification settings for group chats separately from personal chats",implied,missing,implied,implied,present,none,,false,,false,
1283-Signal,6a3ac957be1bfa9e45d33220,main,94,1,"I\'m trying to convince a friend to use TextSecure but the themes from stuff like Go SMS PRO is keeping them on that platform unfortunately :( Maybe not a top priority feature, but it might help with adoption.","Request Number - 1283 | Request Title -Theme Support | Request Description - I\'m trying to convince a friend to use TextSecure but the themes from stuff like Go SMS PRO is keeping them on that platform unfortunately :( Maybe not a top priority feature, but it might help with adoption.",implied,missing,implied,implied,implied,none,false,true,6a29b95073ef37cc79137840,Rafo,Rafo,submitted,"For all users, <MISSING_CONDITION> TextSecure must have themes.",implied,missing,present,implied,implied,none,,false,,false,
1283-Signal,6a3ac957be1bfa9e45d33220,main,94,1,"I\'m trying to convince a friend to use TextSecure but the themes from stuff like Go SMS PRO is keeping them on that platform unfortunately :( Maybe not a top priority feature, but it might help with adoption.","Request Number - 1283 | Request Title -Theme Support | Request Description - I\'m trying to convince a friend to use TextSecure but the themes from stuff like Go SMS PRO is keeping them on that platform unfortunately :( Maybe not a top priority feature, but it might help with adoption.",implied,missing,implied,implied,implied,none,false,true,6a29b95073ef37cc79137841,Arthur,Arthur,submitted,"For all users, <MISSING_CONDITION> the App must provide ""themes"" similar to the ""GO SMS PRO"".",implied,missing,implied,implied,present,none,,false,,false,
1283-Signal,6a3ac957be1bfa9e45d33220,main,94,1,"I\'m trying to convince a friend to use TextSecure but the themes from stuff like Go SMS PRO is keeping them on that platform unfortunately :( Maybe not a top priority feature, but it might help with adoption.","Request Number - 1283 | Request Title -Theme Support | Request Description - I\'m trying to convince a friend to use TextSecure but the themes from stuff like Go SMS PRO is keeping them on that platform unfortunately :( Maybe not a top priority feature, but it might help with adoption.",implied,missing,implied,implied,implied,none,false,true,6a29b95073ef37cc79137842,Mko,Mko,submitted,"For all users, the App must support themes
",implied,missing,implied,implied,implied,none,,false,,false,
7310-Signal,6a3ac957be1bfa9e45d33223,main,95,1,"[x ] searched open and closed issues for duplicates [x ] read https://github.com/WhisperSystems/Signal-Android/wiki/Submitting-useful-bug-reports  Bug description. I maintain a website, and I would love to put signal share buttons on my articles. To do so, there needs to be a way to point to the signal app from webpages. The manner to do this without many compatibility issues is a custom url sceme: signal:// I know, custom url scemes could be considered bad practice since they pollude the namespace. I agree, but for now signal can't compete with other social media from a buisness standpoint because of missing features like these. This may keep a lot of people from using signal as their favorite messenger app. (world domination is not the goal, but we don't want to shoot ourselfs in the foot either, private messaging will only happen if your contacts are also willing to accept signal on their phone.) Lets consider having share buttons on websites. A custom url sceme would be a good start to make that possible. Send message to Signal Private Messenger Read more about this here","Request Number - 7310 | Request Title - Feature: add support for custom url sceme signal:// so we can have share buttons | Request Description - [x ] searched open and closed issues for duplicates [x ] read https://github.com/WhisperSystems/Signal-Android/wiki/Submitting-useful-bug-reports  Bug description. I maintain a website, and I would love to put signal share buttons on my articles. To do so, there needs to be a way to point to the signal app from webpages. The manner to do this without many compatibility issues is a custom url sceme: signal:// I know, custom url scemes could be considered bad practice since they pollude the namespace. I agree, but for now signal can't compete with other social media from a buisness standpoint because of missing features like these. This may keep a lot of people from using signal as their favorite messenger app. (world domination is not the goal, but we don't want to shoot ourselfs in the foot either, private messaging will only happen if your contacts are also willing to accept signal on their phone.) Lets consider having share buttons on websites. A custom url sceme would be a good start to make that possible. Send message to Signal Private Messenger Read more about this here",implied,missing,implied,implied,present,none,false,true,6a29b95073ef37cc79137840,Rafo,Rafo,submitted,"For all users, <MISSING_CONDITION> Signal must support a custom url scheme for opening Signal from webpages.",implied,missing,present,implied,present,none,,false,,false,
7310-Signal,6a3ac957be1bfa9e45d33223,main,95,1,"[x ] searched open and closed issues for duplicates [x ] read https://github.com/WhisperSystems/Signal-Android/wiki/Submitting-useful-bug-reports  Bug description. I maintain a website, and I would love to put signal share buttons on my articles. To do so, there needs to be a way to point to the signal app from webpages. The manner to do this without many compatibility issues is a custom url sceme: signal:// I know, custom url scemes could be considered bad practice since they pollude the namespace. I agree, but for now signal can't compete with other social media from a buisness standpoint because of missing features like these. This may keep a lot of people from using signal as their favorite messenger app. (world domination is not the goal, but we don't want to shoot ourselfs in the foot either, private messaging will only happen if your contacts are also willing to accept signal on their phone.) Lets consider having share buttons on websites. A custom url sceme would be a good start to make that possible. Send message to Signal Private Messenger Read more about this here","Request Number - 7310 | Request Title - Feature: add support for custom url sceme signal:// so we can have share buttons | Request Description - [x ] searched open and closed issues for duplicates [x ] read https://github.com/WhisperSystems/Signal-Android/wiki/Submitting-useful-bug-reports  Bug description. I maintain a website, and I would love to put signal share buttons on my articles. To do so, there needs to be a way to point to the signal app from webpages. The manner to do this without many compatibility issues is a custom url sceme: signal:// I know, custom url scemes could be considered bad practice since they pollude the namespace. I agree, but for now signal can't compete with other social media from a buisness standpoint because of missing features like these. This may keep a lot of people from using signal as their favorite messenger app. (world domination is not the goal, but we don't want to shoot ourselfs in the foot either, private messaging will only happen if your contacts are also willing to accept signal on their phone.) Lets consider having share buttons on websites. A custom url sceme would be a good start to make that possible. Send message to Signal Private Messenger Read more about this here",implied,missing,implied,implied,present,none,false,true,6a29b95073ef37cc79137841,Arthur,Arthur,submitted,"For all users, <MISSING_CONDITION> the App must support a ""custom URL scheme"" for sharing.",implied,missing,implied,implied,present,none,,false,,false,
7310-Signal,6a3ac957be1bfa9e45d33223,main,95,1,"[x ] searched open and closed issues for duplicates [x ] read https://github.com/WhisperSystems/Signal-Android/wiki/Submitting-useful-bug-reports  Bug description. I maintain a website, and I would love to put signal share buttons on my articles. To do so, there needs to be a way to point to the signal app from webpages. The manner to do this without many compatibility issues is a custom url sceme: signal:// I know, custom url scemes could be considered bad practice since they pollude the namespace. I agree, but for now signal can't compete with other social media from a buisness standpoint because of missing features like these. This may keep a lot of people from using signal as their favorite messenger app. (world domination is not the goal, but we don't want to shoot ourselfs in the foot either, private messaging will only happen if your contacts are also willing to accept signal on their phone.) Lets consider having share buttons on websites. A custom url sceme would be a good start to make that possible. Send message to Signal Private Messenger Read more about this here","Request Number - 7310 | Request Title - Feature: add support for custom url sceme signal:// so we can have share buttons | Request Description - [x ] searched open and closed issues for duplicates [x ] read https://github.com/WhisperSystems/Signal-Android/wiki/Submitting-useful-bug-reports  Bug description. I maintain a website, and I would love to put signal share buttons on my articles. To do so, there needs to be a way to point to the signal app from webpages. The manner to do this without many compatibility issues is a custom url sceme: signal:// I know, custom url scemes could be considered bad practice since they pollude the namespace. I agree, but for now signal can't compete with other social media from a buisness standpoint because of missing features like these. This may keep a lot of people from using signal as their favorite messenger app. (world domination is not the goal, but we don't want to shoot ourselfs in the foot either, private messaging will only happen if your contacts are also willing to accept signal on their phone.) Lets consider having share buttons on websites. A custom url sceme would be a good start to make that possible. Send message to Signal Private Messenger Read more about this here",implied,missing,implied,implied,present,none,false,true,6a29b95073ef37cc79137842,Mko,Mko,submitted,"<MISSING_CONDITION>
For all users, the App must support a ""signal://"" URL scheme.",implied,missing,implied,implied,present,none,,false,,false,
